#ppt,"","",""
"",eco2,eco2,eco2
TIMESTEP,MEAN(mm),VARIANCE(mm^2),STD_DEV(mm)
2016-06-01T00:00:00Z,29.27,0,0
2016-07-01T00:00:00Z,30.5935483870968,0,0
2016-08-01T00:00:00Z,29.1645161290323,0,0
2016-09-01T00:00:00Z,28.43,0,0
2016-10-01T00:00:00Z,24.0451612903226,0,0
2016-11-01T00:00:00Z,18.5966666666667,0,0
2016-12-01T00:00:00Z,12.0677419354839,0,0
2017-01-01T00:00:00Z,13.0354838709677,0,0
2017-02-01T00:00:00Z,16.725,0,0
2017-03-01T00:00:00Z,16.1516129032258,0,0
2017-04-01T00:00:00Z,23.0166666666667,0,0
2017-05-01T00:00:00Z,24.8548387096774,0,0
2017-06-01T00:00:00Z,26.79,0,0
2017-07-01T00:00:00Z,30.2096774193548,0,0
2017-08-01T00:00:00Z,28.5,0,0
2017-09-01T00:00:00Z,25.93,0,0
2017-10-01T00:00:00Z,22.6,0,0
2017-11-01T00:00:00Z,17.6233333333333,0,0
2017-12-01T00:00:00Z,10.8451612903226,0,0
2018-01-01T00:00:00Z,8.45161290322581,0,0
2018-02-01T00:00:00Z,16.4142857142857,0,0
2018-03-01T00:00:00Z,14.3516129032258,0,0
2018-04-01T00:00:00Z,19.6033333333333,0,0
2018-05-01T00:00:00Z,26.9935483870968,0,0
2018-06-01T00:00:00Z,29.55,0,0
2018-07-01T00:00:00Z,29.1483870967742,0,0
2018-08-01T00:00:00Z,28.8,0,0
2018-09-01T00:00:00Z,28.12,0,0
2018-10-01T00:00:00Z,22.441935483871,0,0
2018-11-01T00:00:00Z,13.7333333333333,0,0
2018-12-01T00:00:00Z,11.5354838709677,0,0
2019-01-01T00:00:00Z,10.158064516129,0,0
2019-02-01T00:00:00Z,15.4964285714286,0,0
2019-03-01T00:00:00Z,15.8774193548387,0,0
2019-04-01T00:00:00Z,22.56,0,0
2019-05-01T00:00:00Z,26.958064516129,0,0
2019-06-01T00:00:00Z,27.37,0,0
2019-07-01T00:00:00Z,29.7612903225806,0,0
2019-08-01T00:00:00Z,29.2230769230769,0,0
2019-09-01T00:00:00Z,29.9366666666667,0,0
2019-10-01T00:00:00Z,22.658064516129,0,0
2019-11-01T00:00:00Z,16.45,0,0
2019-12-01T00:00:00Z,13.7677419354839,0,0
2020-01-01T00:00:00Z,12.0290322580645,0,0
2020-02-01T00:00:00Z,12.9896551724138,0,0
2020-03-01T00:00:00Z,18.4806451612903,0,0
2020-04-01T00:00:00Z,20.0766666666667,0,0
2020-05-01T00:00:00Z,23.2193548387097,0,0
2020-06-01T00:00:00Z,27.41,0,0
2020-07-01T00:00:00Z,29.8903225806452,0,0
2020-08-01T00:00:00Z,28.7838709677419,0,0
2020-09-01T00:00:00Z,25.3833333333333,0,0
2020-10-01T00:00:00Z,22.9096774193548,0,0
2020-11-01T00:00:00Z,18.9766666666667,0,0
2020-12-01T00:00:00Z,11.3612903225806,0,0
2021-01-01T00:00:00Z,10.8741935483871,0,0
